created_at,updated_at,id,user_id,name,value
2023-12-22 10:41:38,2023-12-22 10:41:38,18332684,75184478,country-code,IN
2023-12-22 12:21:50,2023-12-22 12:21:50,18332734,75184478,cover,https://artworks.thetvdb.com/banners/fanart/original/5cd41f9de5c6a.jpg
