created_at,comment_uuid,type,entity_uuid,user_id,sort_key,movie_name,lang,parent_uuid,replies,text,updated_at,reply_count,comment_id,spoiler_count,image,report_count,entity_type,tenant,inappropriate_count,uuid,is_spoiler,like_count,expires_at,last_read
2024-11-06 03:09:53,cfd8b744-fcae-4713-90e7-1bdc60c961d8,like,e29f3c56-443f-498e-b675-8934537522be,75184478,like-cfd8b744-fcae-4713-90e7-1bdc60c961d8-75184478,,,,,,,,,,,,,,,,,,,
2024-10-08 04:44:45,cfe3dee1-ae9f-4d6c-8153-354e793fef69,like,f2c388d8-d0d7-4e6c-8896-711c51296cd3,75184478,like-cfe3dee1-ae9f-4d6c-8153-354e793fef69-75184478,,,,,,,,,,,,,,,,,,,
2024-11-05 07:42:26,d1164599-1730-4ce7-82e1-2103d8eae198,like,77a7c8a8-affe-40b3-a24a-eb425dba43d9,75184478,like-d1164599-1730-4ce7-82e1-2103d8eae198-75184478,,,,,,,,,,,,,,,,,,,
2024-10-12 07:27:55,d394284f-dcd2-4740-a861-4a5023d0d394,like,3b02f60b-d8dc-4f0d-ad5d-691284edc5bc,75184478,like-d394284f-dcd2-4740-a861-4a5023d0d394-75184478,,,,,,,,,,,,,,,,,,,
2024-11-05 03:06:01,d63e0c0f-0403-4f15-b3af-e1ebce6082ac,like,740cd424-dcea-4786-befb-9c6e27caa128,75184478,like-d63e0c0f-0403-4f15-b3af-e1ebce6082ac-75184478,劇場版ハイキュー!! ゴミ捨て場の決戦,,,,,,,,,,,,,,,,,,
2024-11-06 17:40:05,d67a3e96-e32f-4354-b29c-42d477955820,like,e6e1d0b2-99f1-4fe0-831e-9809d1af6868,75184478,like-d67a3e96-e32f-4354-b29c-42d477955820-75184478,,,,,,,,,,,,,,,,,,,
2024-09-16 12:36:33,dcafd643-688c-4bcd-9d45-980bb7ebcb32,like,54bcfd1f-7362-4369-93a8-c19d3064ba27,75184478,like-dcafd643-688c-4bcd-9d45-980bb7ebcb32-75184478,,,,,,,,,,,,,,,,,,,
2024-10-12 04:55:16,decf85be-ff8f-40a7-81ea-504b45e7cda3,like,94854686-0cb5-4244-933d-c3a5ba371022,75184478,like-decf85be-ff8f-40a7-81ea-504b45e7cda3-75184478,,,,,,,,,,,,,,,,,,,
2024-09-17 16:08:56,e0b12d9f-a694-4043-96cc-985a81a6b57c,like,f73b9871-3a6b-4c9e-b883-d2af0b1460a7,75184478,like-e0b12d9f-a694-4043-96cc-985a81a6b57c-75184478,,,,,,,,,,,,,,,,,,,
2024-11-07 09:58:32,e13fd5b9-48d2-447c-b04f-c92638f8ab60,like,3bbfe738-8573-4cb0-8d38-6ac4272661fd,75184478,like-e13fd5b9-48d2-447c-b04f-c92638f8ab60-75184478,,,,,,,,,,,,,,,,,,,
2024-11-07 09:59:15,e3099080-bff8-4a47-8561-4e03fee2f524,like,3bbfe738-8573-4cb0-8d38-6ac4272661fd,75184478,like-e3099080-bff8-4a47-8561-4e03fee2f524-75184478,,,,,,,,,,,,,,,,,,,
2024-09-17 15:55:07,e64418e4-fa5d-428a-8128-a573eecb9eb5,like,22b77c0a-28a2-41a5-972c-e11c0078a96e,75184478,like-e64418e4-fa5d-428a-8128-a573eecb9eb5-75184478,,,,,,,,,,,,,,,,,,,
2024-11-06 17:40:22,e71e7270-59c9-4c4c-944d-480f9ad66884,like,e6e1d0b2-99f1-4fe0-831e-9809d1af6868,75184478,like-e71e7270-59c9-4c4c-944d-480f9ad66884-75184478,,,,,,,,,,,,,,,,,,,
2024-11-05 07:42:32,e8851c66-5f10-4299-a36b-9662d5dca2d3,like,77a7c8a8-affe-40b3-a24a-eb425dba43d9,75184478,like-e8851c66-5f10-4299-a36b-9662d5dca2d3-75184478,,,,,,,,,,,,,,,,,,,
