user_id,created_at,parse_installation_id,fcm_registration_token,id,updated_at,device,app_version,version_code,device_token
75184478,2023-12-22 06:31:45,,dJEmjMHBQ0GPni_X4TbMyJ:APA91bGr7HZjRQkNTP_jubBfI8P8nMsuZ6QHoPKnKWcGs6bowu3zEx2Qp33X084weRuUe2y8Odoh0keZFlnvh5NUzV-2dJil4_RGSPvZxcwJFxd5sJunw8vrb5QSKh05TMbMT6ePh6ah,68270528,2023-12-22 06:31:45,Android,9.10.0,2023121201,dJEmjMHBQ0GPni_X4TbMyJ:APA91bGr7HZjRQkNTP_jubBfI8P8nMsuZ6QHoPKnKWcGs6bowu3zEx2Qp33X084weRuUe2y8Odoh0keZFlnvh5NUzV-2dJil4_RGSPvZxcwJFxd5sJunw8vrb5QSKh05TMbMT6ePh6ah
75184478,2025-06-04 18:23:26,,dt5n0kYlRa-IBo9GlqKa3T:APA91bGvVfEhZTnXael5DV7N6EdjycUD0xmRNvO8iMCv_a4EFQxlxtpzaIsQw5yIiXuVCUnJX4N1dHa0aJDKC06MrdxUttV2D7v-1HyEygMzuQhchlQOYjI,75726764,2025-06-04 18:23:26,Android,10.9.0,2025050601,dt5n0kYlRa-IBo9GlqKa3T:APA91bGvVfEhZTnXael5DV7N6EdjycUD0xmRNvO8iMCv_a4EFQxlxtpzaIsQw5yIiXuVCUnJX4N1dHa0aJDKC06MrdxUttV2D7v-1HyEygMzuQhchlQOYjI
