nb_likes,created_at,updated_at,nb_friends,nb_memes,score,user_id,nb_shows_followed,nb_episodes_watched,nb_reviews,id,time_spent,nb_comments
0,2023-12-22 06:39:54,2026-07-03 04:21:12,0,0,0,75184478,170,110,0,75184478,0,0
