watched_show_ids,user_id
[401233 426572 437541 459339 348002 330139 423030 436779 307111 334824 376751 402412 354167 414947 293088 295685 295068 362696 75340 376729 393478 354808 252322 418666 454699 76666 355966 429934 254349 79685 303867 289909 420398 471423 280329 416998 407306 257655 383275 74796 431162 355730 455684 153021 377543 422598 79237 423257 392276 440897 305089 274431 81797 339076 402474 412427 405920 359274 279830 421737 73752 261862 404568 327417 382544 368120 78804 305288 76703 396983 264663 253463 457645 407840 82234 410031 397060 459453 360115 406152 259640 420657 455086 305074 378231 397934 362472 79824 424536 443377 385496 371310 437266 402475 283935 423075 73739 171591 429310 393810 446692 414057 78857 348742 331753 367147 257980 335815 355774 279831 388593 449941 254653 81472 219701 352408 293267 260449 371572 289882 458936 79168 408629 294002 403262 348545 283947 422090 355567 436124 432832 95491 412031 257765 266883 275583 368185 421855 79481 124051 385278 369026 121361 267440 249827 454524 402637 329822 357888 416705 375271 326634 248741 270915 418367 117801 321285 323168 443412 384541 278157 114801 353712 433088 284131 305075 356317 262954 291630 85329 176941 388737 244061 371097 380654 433375 421069 371028 275610 448176 83929 362631 79525 376472 388858 447889 268592 389597 382142 281249 369144 276721 465973 343253 445829 355480 345596 417147 464419 429634 278155 279121 354198 378609 433631 423732 399902 85249 270065 353764 407520 361701 391625 412826 450537 401003 342635],75184478
