user_id,ad_id,id_type,created_at,updated_at
75184478,343422d1-3f2b-4799-9a2f-322e2804adb9,GG_PLAY_AD_ID,2023-12-22 06:31:45,2023-12-22 06:31:45
75184478,9ad1cefe-cba7-4602-8fac-191ca5acb94b,GG_PLAY_AD_ID,2025-06-04 18:23:22,2025-06-04 18:23:22
